fname,speaker,seq,utter,stime,etime,wcount,emotion,senti,key_phrase
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,139,"Guess clinical evidence of research, the effectiveness or the compliance showing you management or something over a certain period of time, like a research study, Lai, as opposed to oral more from the patient compliance side with a decrease in, you know, repeat capitalization repeat visits, et cetera, as well as I think, I really think there needs to be some focus on the effectiveness and the cost benefit.",1931,1973,69,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,140,Okay.,1974,1975,1,Happy,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,141,"The station was on an Lei and have decreased number of Er visits and hospitalizations and I don't know, three or 6 month period or maybe even over a year. The cost benefit of putting them on that outweighs the cost of all those repeat visits, do the nine compliance, possibly with their all.",1975,1999,54,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,142,"Okay. Alright. Now estimate for me on a scale of one to 5 where one is not at all likely and five is completely likely. How Luckily would your healthcare professional, either physician or medical assistant or practice the one who's going to prescribe? How lucky would they be to prescribe product X one for your schizophrenia patient and then for your bipolar one disorder patients.",2000,2031,66,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,143,How likely would they be today?,2033,2036,6,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,144,"Yeah, based on what you've seen here and then realize, I guess an estimate on your part. And I understand that. But based on what you've read here and you know, your health care professionals that you work with your doctors and the others, how long are they to prescribe this for schizophrenia patient?",2037,2059,54,Sad,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,145,"I would say probably right now about 4, 3 to four.",2062,2069,11,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,146,Right. Okay. So likely. And then how about for the bipolar one patient.,2069,2077,13,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,147,I say probably about a three as well.,2077,2082,8,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,148,Okay. Mail. How would you describe this formulation to patients? What would you say to them? What might you emphasize as you were describing this and presenting it to patients.,2082,2095,30,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,149,"I would say it's a it's a medication that will help, you know, help manage your symptoms in conjunction with maybe some of the other oral that you're on depends on their home medication regimen. It's maybe one less pill that you have to take by us giving you this injection that will decrease one or 2 pills, possibly. So you won't have to worry about taking, I don't know, say, five or 6 pills a day. You'll just have to worry about taking three or 4. So it's one less thing for you to think about. You don't have to worry about getting those refill.",2098,2158,106,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,150,You could say that all those things about any long acting injectable about any injection. What would you say specifically about Product X one?,2165,2175,24,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,151,"I mean, sometimes you don't even want to get into the scientific details because people don't understand it. So you try to make it in seats to help manage some of your symptoms and your feelings. And so I'm trying to think of what I would term that.",2200,2221,48,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,152,What would you say about the auto injector with.,2222,2225,9,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,153,"The auto injector is just convenient. It's ease of access for both me and there's giving you the injection. It's very safe and simple for me to do this and it will be done very, very in a short amount of time.",2228,2248,42,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,154,"Alright, now let me show you another slide with data on pharmacokinetics for product text one. So please take a look at this and we'll talk about it for a moment.",2249,2263,31,Sad,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,155,Okay.,2314,2315,1,Happy,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,156,What's your reaction to this information?,2316,2319,6,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,157,"Well, I'm trying to look at this graph here. So product X one. Okay, so it's showing Product X one appears to be after the fifth. So that looks like a the concentration appears to be much higher.",2320,2372,38,Sad,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,158,"Okay, what's the potential impact of that for the patient for your practice?",2375,2389,13,Angry,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,159,"Obviously, if the concentration is hire, that should have benefits to really help manage their symptoms in a quicker state by day 28, as opposed to the the black line.",2392,2408,30,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,160,Or.,2409,2409,1,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,161,So getting a higher level of concentration obviously would be more effective managing their symptoms.,2412,2422,15,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,162,How compelling are these data?,2426,2428,5,Sad,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,163,"I guess I'm looking at, like the top data line. We're showing daily oil, 30 milligrams that I don't know exactly what the for the lowest on daily orals 10 up to 30 milligrams. So I'm not quite sure there's something I feel like there's something missing here. I'm not quite sure what it is though. I mean, I guess is there a target? I mean, I mean, shows the concentrations greater. It really starts showing a difference in about day 14 and peaks at about day 25. But then it seems to drop off again, a little bit of day 28. So I guess more data over a longer period of time. 60 days, maybe 90 days, because I guess you got a couple of spikes. But then you also have a couple of declines.",2437,2513,136,Surprise,Negative,more data
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,164,But in general. I'm sorry.,2518,2521,5,Sad,Negative,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,165,"I guess I was just questioning the spice. And then the decrease again, probably more trended data that's more consistent.",2521,2533,20,Fear,Negative,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,166,Okay. Alright. Any other thoughts on the information presented here?,2533,2539,10,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,167,No.,2543,2543,1,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,168,The duration of dosing.,2544,2546,4,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,169,"The duration? No, I don't think so.",2553,2561,7,Sad,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,170,Do these data increase your confidence to use Product X one?,2562,2568,11,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,171,"I mean, I think it's a start. I still feel like there's more information that's needed more trend data that's needed. Okay.",2575,2583,22,Surprise,Positive,more trend data
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,172,To what extent would you think that PK data might influence prescribing.,2584,2589,12,Angry,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,173,To work? That like a percentage or.,2594,2600,7,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,174,"No, just talk about it.",2600,2604,5,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,175,"I mean, I think initially it would affect it. But again, I think kind of the up and down that and the purple trained would be a little bit of a question.",2610,2629,32,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,176,"Okay. Based on only the data shown on this slide, how lucky do you think your HTP would be to prescribe X one? Use the scale one to 5 for one is not at all in five is very likely.",2631,2644,40,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,177,I would probably say about three.,2645,2649,6,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,178,All right.,2649,2651,2,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,179,Now.,2652,2652,1,Happy,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,180,"If we think about the schizophrenia patients and the bipolar patients that you have, when do schizophrenia first, how likely would your HTP be to prescribe Product X one for the following patient type? So the first is a new patient by new. I mean, a patient that is new to long acting injectables and the scale is one to time where one is not at all likely in five.",2658,2694,70,Fear,Neutral,long acting injectables
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,181,Very likely if they're new. I would say probably about four.,2694,2701,11,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,182,"Alright. How about what the likelihood to prescribe to switch a patient from Schizophonia patient from another long acting injectable? Again, scale is one to 5. I would say four to switch from my bill if I maintain it to Product X one.",2702,2728,43,Surprise,Positive,Schizophonia patient
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,183,I would say three.,2731,2736,4,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,184,And to start a needle phobic patient on X one.,2737,2746,10,Angry,Negative,needle phobic patient
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,185,Probably 1 or two.,2748,2749,4,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,186,So you're not likely to do that?,2751,2753,7,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,187,"Well, I guess that would come with a lot of probably discussion and teaching that they're not really seeing a needle per se.",2757,2770,23,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,188,"Alright, so you don't think you're the doctor or nurse practitioner or whoever is going to prescribe it's likely to start a needle phobic patient who has schizophrenia on this?",2774,2787,30,Fear,Negative,needle phobic patient
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,189,"I guess it's hard to say depending on the provider. I mean, obviously they need to be as well educated and burst and how compact and how this is displayed to understand that, you know, it's it's contacted it's convenient. So I guess in the literature and the marketing piece of it that would need to be kind of highlighted, so they understood that. Okay.",2787,2823,65,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,190,"Alright. Now for the bipolar patient, how likely to start a new patient. And by that this is a patient who's not been on Lai on Product X one. How like are your ACPs to do that?",2823,2836,37,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,191,I say for.,2836,2839,3,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,192,"Alright, to switch from another Lai to this three to 4 to switch from Abilify, maintain it to this. It's a three and to start a needle phobic bipolar patient on this.",2839,2857,32,Angry,Negative,needle phobic bipolar patient
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,193,I would say three with focused education or understanding of the process to this.,2857,2866,14,Surprise,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,194,All right. What does having product X one in your toolbox into your treatment and as part of your treatment or limit Aria mean for your practice? I.,2868,2885,28,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,195,Think it's would be helpful to many patients. I think it would be helpful to the health care provider staff in Justine promote safety healthcare worker safety perspective. Obviously the cost may be a piece that needs to be considered.,2887,2917,40,Fear,Positive,many patients
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,196,What impact would this have on cost? Do you think?,2918,2920,10,Surprise,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,197,Just making sure that it gets on the hospital formulary depending on if things are in formula oftentimes they don't want their utilize them. So it's a key piece making sure it's within the pharmacy formula and GPL if they use one.,2921,2941,42,Sad,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,198,"Alright, what impact might this have on treatment time?",2943,2947,9,Angry,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,199,It's going to help effectiveness and the treatment plan decrease the amount of time it takes her medication effectiveness to assist a patient and managing our symptoms and their disease.,2950,2970,30,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,200,What impact on ease of administration compared to what you're doing now?,2972,2978,12,Angry,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,201,"I think for the health care provider, very good ease of administration. All self contained. How.",2978,2988,16,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,202,How willing would the staff be to accept X one?,2992,2996,10,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,203,"I think just from a convenience perspective, from a safety perspective, not having to, you know, potentially draw anything up in some cases, I think they would be very receptive to it.",2996,3014,32,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,204,How comfortable would you be switching from current ability maintain injections to product X one?,3016,3025,15,Happy,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,205,I myself and be comfortable.,3025,3030,5,Happy,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,206,"Okay, on a scale of one to 5 or one, not at all. Five extremely comfortable. How would you rate that?",3030,3035,21,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,207,I'm too far.,3036,3037,3,Fear,Neutral,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,A,208,"Alright, now the last thing I want to do is to go back to the table we started with and get you to estimate the numbers again. No, we do schezo printing first, then bipolar. But notice that under the typical lays, we now have added Dex one. I added six months Pala paradigm so 30 schizophrenia patience 15 on oral antipsychotics. Would that change any given the availability of X one and a six month Palapa?",3038,3081,77,Fear,Positive,none
1915_Almanac_NURSE_1902_PG_W-TDI_USA_22042020_10AM_EST.m4a,B,209,"Yes, I think it would.",3083,3085,5,Surprise,Positive,none
